figure_name,embryo_image,,Contrast RR ,Correlation RR,Energy RR,Homogeneity RR,Contrast TE,Correlation TE,Energy TE ,Homogeneity TE,DC1,Mean DC1,LC1,Mean LC1,DC2,Mean DC2,LC2,Mean LC2,Radius ER,Sum ER,Mean grey ER,Deviation RR,Mean grey RR,Mode value RR,Dark RR,Mean Count RR,Bright RR,Deviation TE,Mean grey TE, Mode grey TE,Dark TE,Mean Count TE,Bright TE,WSN,Area ICM,Convex ICM,Eccen ICM,Mean ICM,MFA Classification,TGA Classification,BLC Classification,Modal value
blq72,,,0.331902648,0.96993898,0.145218981,0.891240074,0.43684838,0.955436686,0.400214422,0.912791705,0,0,2,173.3669725,0,0,0,0,147,0.237881732,97.85597969,78.90993711,97.63978743,10,0.309641098,0.034531292,0.020286831,77.64566319,50.89904367,255,1.309252833,0.077847072,0.110388507,288,0.101919995,0.116720595,0.534572602,44.68602904,1,1,1,1
blq73,,,0.251919087,0.977775565,0.141410851,0.912773044,0.459040557,0.947730077,0.432801738,0.907783162,2,86.65942029,4,189.6880734,0,0,0,0,166,0.175650317,102.1740674,80.24258008,106.3840843,10,0.279437338,0.041614297,0.022812968,73.81794393,45.69093929,255,1.244072933,0.06007128,0.075274186,465,0.123010365,0.14714978,0.827392109,136.6320026,1,1,1,1
blq74,,,0.276701992,0.977563645,0.148532511,0.919440553,0.384416676,0.965081017,0.456281057,0.916624688,0,0,0,0,0,0,0,0,180,0.160373166,124.0493944,84.63258362,129.1353768,10,0.248490209,0.050690289,0.035087962,81.82361835,51.30072703,255,1.202249831,0.031633062,0.079310678,571,0.060692978,0.082629611,0.869503488,163.3839183,2,2,1,2
blq75,,,0.274238821,0.975301264,0.157143711,0.912882632,0.406201334,0.960590001,0.426255058,0.916846488,0,0,0,0,0,0,0,0,159,0.174245106,106.9866752,79.78879544,109.5968678,10,0.291175843,0.039531138,0.006404161,79.43857993,50.61828658,255,1.264181335,0.064080421,0.092394574,484,0.131417905,0.168162086,0.894937175,165.4988275,1,2,1,1
blq76,,,0.315184579,0.969965786,0.126412843,0.897612445,0.45045584,0.958259336,0.421947519,0.904678051,8,72.24818841,10,161.0192661,2,89.41774492,1,181.3505618,163,0.185877447,110.8195692,77.99006029,110.365378,10,0.259049344,0.050973291,0.028356722,81.30267867,53.18255148,255,1.244382073,0.044961521,0.097256677,594,0.038202058,0.057290485,0.758840821,155.749945,2,2,2,2
blq77,,,0.239587733,0.975233763,0.14647581,0.911596876,0.295290026,0.968667381,0.452781991,0.918463706,15,65.72911548,15,182.8195719,3,74.67927773,3,206.3921569,179,0.180360038,110.5421384,75.29966673,112.8956641,10,0.2562948,0.058311942,0.01737996,76.22750876,47.46304796,255,1.20322911,0.0391505,0.063221535,469,0.041631194,0.053739912,0.709968344,160.2638161,1,2,1,1
blq78,,,0.3138359,0.972470033,0.143104774,0.888064389,0.416671596,0.961189588,0.410252926,0.910735281,0,0,1,179.3761468,0,0,0,0,160,0.191707103,114.3816688,81.24558224,116.5501039,10,0.291031826,0.052325471,0.028794264,81.33739173,54.03392262,255,1.24103278,0.051028775,0.093819721,632,0.07586951,0.097319028,0.894045883,165.9216653,1,1,1,1
blq79,,,0.290453745,0.975322795,0.137055312,0.904178999,0.458675471,0.959350065,0.373354521,0.907434073,0,0,0,0,0,0,0,0,144,0.227910247,110.805048,82.45731406,109.9465073,10,0.29361746,0.046432529,0.038109717,82.81571648,58.85560101,255,1.289778144,0.059831482,0.104898348,420,0.084637503,0.101995777,0.861196351,176.2431992,1,2,2,2
blq80,,,0.278800395,0.974136004,0.133931046,0.909104412,0.319224472,0.965000758,0.46339282,0.925853328,0,0,0,0,0,0,0,0,172,0.182201853,115.6495469,79.26742638,118.7146584,10,0.256883469,0.069736587,0.032110434,74.90941052,46.16591424,255,1.215947884,0.037834856,0.054203128,469,0.070140564,0.090622115,0.878946517,66.02122917,1,2,2,2
blq81,,,0.272248244,0.973653565,0.1463674,0.905484634,0.438931093,0.949752014,0.425833491,0.899979019,0,0,2,196.233945,0,0,0,0,168,0.15312122,99.62465583,76.63339322,99.4814494,10,0.300408163,0.049429404,0.013394419,73.46694995,46.23015371,255,1.22300708,0.060741358,0.064489796,656,0.108653045,0.13436223,0.74879291,147.4223326,1,1,1,1
blq82,,,0.29271036,0.968960517,0.148139548,0.903805681,0.383193683,0.962814424,0.449951135,0.914200838,0,0,0,0,0,0,0,0,174,0.16538951,115.1065203,74.58486567,117.4086966,10,0.241366258,0.063574013,0.009477812,79.6268691,50.42576552,255,1.221577919,0.032218504,0.079486442,482,0.056493106,0.077110974,0.928908594,152.218557,2,2,1,2
blq83,,,0.299874205,0.972606067,0.142600891,0.9078555,0.372868616,0.961378558,0.442335457,0.915991022,0,0,0,0,0,0,0,0,157,0.172940322,115.2844452,79.66186282,116.3107812,10,0.27523071,0.061964671,0.02657997,77.08328074,48.33590345,255,1.242848459,0.05019433,0.073735011,535,0.074029783,0.089279168,0.767216161,142.8068624,1,1,1,1
blq84,,,0.262005859,0.975048455,0.145351389,0.913835597,0.394817719,0.962250295,0.433088788,0.918443161,0,0,0,0,0,0,0,0,169,0.181472633,117.8832692,78.6629038,121.6540019,10,0.251421921,0.063629956,0.024996312,80.16908587,52.22239343,255,1.22180334,0.037322362,0.076759167,351,0.058454754,0.068435217,0.693348794,85.90416107,2,2,1,2
blq85,,,0.200548831,0.978004119,0.150278305,0.928176781,0.269235204,0.970855559,0.458408152,0.929792423,0,0,0,0,0,0,0,0,187,0.147253254,108.3108985,72.91963626,105.935247,10,0.263556793,0.058847033,0.008615415,75.82625495,47.07005728,255,1.174468404,0.033737467,0.061906129,450,0.074128029,0.085355036,0.71926709,65.40047166,2,2,2,2
blq86,,,0.285278515,0.973598962,0.149625594,0.907070895,0.386064306,0.961593544,0.445421353,0.911693994,0,0,0,0,0,0,0,0,176,0.183344686,118.668217,79.51776062,123.5927541,10,0.249878892,0.049955227,0.024206926,78.6699,50.0126947,255,1.206059805,0.031517447,0.072224424,705,0.057584586,0.080680902,0.932684462,158.6323492,3,2,3,3
blq87,,,0.224565071,0.982075424,0.175647532,0.940029147,0.290208796,0.966751275,0.500296944,0.945125648,0,0,0,0,0,0,0,0,186,0.124127607,124.1568644,85.15322912,131.4762874,10,0.260748794,0.042204954,0.046455382,73.15477212,42.72525321,255,1.188587301,0.03469786,0.043007148,328,0.083806455,0.1036392,0.779703025,125.3154562,1,1,1,1
blq88,,,0.299111146,0.968743198,0.128713755,0.89524081,0.414387254,0.954442152,0.428560153,0.914584248,0,0,0,0,0,0,0,0,159,0.175831556,102.6789897,74.73134661,110.0549787,10,0.258747501,0.072813367,0.012420191,75.07085616,46.24765895,255,1.2720798,0.078130761,0.090997302,485,0.090183061,0.12223406,0.896193168,148.7237844,2,2,2,2
blq89,,,0.253206374,0.974191547,0.146757731,0.905566621,0.424778761,0.952780988,0.440749405,0.90697419,1,111.5217391,5,181.1333333,0,0,0,0,170,0.160113177,107.9374527,75.7368629,114.1123853,10,0.256592636,0.057418429,0.011435299,74.69920988,46.2151739,255,1.232173675,0.051644328,0.075579426,636,0.062592624,0.082595573,0.891543857,157.6278666,1,2,1,1
blq90,,,0.25615254,0.973484535,0.145486727,0.915816277,0.406791372,0.956780057,0.447835863,0.91090025,0,0,0,0,0,0,0,0,173,0.160021736,109.0281453,75.23740197,112.2649135,148,0.249903883,0.05384083,0.021945406,76.15350108,47.55088427,255,1.228296809,0.043029604,0.066820454,520,0.097669356,0.120562957,0.881561037,107.960498,1,1,1,1
blq91,,,0.273912351,0.976585858,0.140730102,0.904844109,0.375513196,0.9599236,0.444469906,0.921960158,3,96.19877676,1,156.6811594,2,94.25770308,0,0,171,0.1843391,115.8238061,82.39202633,125.7992572,10,0.25274202,0.050443644,0.035666101,76.05120768,47.3315847,255,1.226885288,0.053919779,0.070998873,494,0.049731049,0.064356474,0.924678691,45.43064342,2,2,2,2
blq92,,,0.272118604,0.976357583,0.145493607,0.900405138,0.466862677,0.94864197,0.373294297,0.894765899,8,92.88043478,12,179.02657,0,0,0,0,148,0.175881325,100.0085952,81.08232645,101.783605,10,0.314907793,0.03733492,0.025008923,74.74553075,50.86561333,255,1.265080309,0.088970851,0.065675193,559,0.085875535,0.110707987,0.79800261,43.45581505,1,1,2,1
blq93,,,0.253266396,0.980530483,0.164290795,0.930077242,0.375698012,0.963308182,0.491907034,0.930154183,0,0,0,0,0,0,0,0,182,0.151371131,132.0767637,87.03108703,137.8271298,10,0.249920847,0.050227327,0.069464672,79.23866724,47.6338687,255,1.194969669,0.021491622,0.066273223,579,0.069000287,0.095450509,0.88845818,165.7256363,1,1,1,1
blq94,,,0.281829184,0.969503449,0.1400717,0.90723628,0.414336721,0.949395395,0.429945683,0.914407944,1,53.21656051,0,0,0,0,0,0,166,0.169562738,101.3892078,73.43435937,106.2396136,10,0.264475474,0.063962397,0.007902756,71.62656586,45.01111709,255,1.236962174,0.063135965,0.064737177,475,0.053035284,0.06775919,0.840520753,47.87052342,2,2,2,2
blq95,,,0.286200514,0.973275576,0.143506794,0.903028623,0.390084225,0.947081469,0.53824153,0.922588146,7,42.14547837,11,167.7974684,5,62.28571429,0,0,159,0.133072948,110.8994719,78.70345284,111.7134778,10,0.27182115,0.043525129,0.02513709,67.6242363,35.4744302,255,1.256338952,0.042978331,0.046696558,661,0.014034916,0.016911992,0.59395133,147.829849,2,2,1,2
blq96,,,0.260700827,0.974451068,0.140221804,0.906625638,0.296758593,0.965857364,0.506038447,0.927820583,8,69.01605505,4,182.662844,2,85.31587302,1,175.2730924,197,0.125678641,115.1773312,77.12315766,114.9407772,10,0.25393747,0.06098868,0.013095979,73.34221032,42.05583127,255,1.155416509,0.021282242,0.047300677,730,0.038944279,0.052100821,0.542091037,154.0756598,1,1,1,1
blq97,,,0.262150483,0.977771332,0.135356466,0.907861727,0.381561885,0.956419508,0.475588113,0.917440671,0,0,0,0,1,114.3826248,0,0,186,0.147598774,117.1351777,82.7943747,126.7339699,10,0.250047492,0.065260065,0.045490812,73.38274276,44.16041005,10,1.200516711,0.036258406,0.046187358,766,0.010243261,0.012225195,0.496508384,171.0708812,1,1,1,1
blq98,,,0.269740957,0.9759072,0.153520438,0.914695647,0.44319627,0.952669782,0.432679481,0.912098254,0,0,0,0,0,0,0,0,169,0.14626585,110.5352341,80.46930613,115.4566212,10,0.285072694,0.053188874,0.015456736,75.99054444,48.24998019,255,1.218967693,0.049828714,0.072054943,515,0.098258911,0.120408948,0.756260891,159.1987543,1,1,1,1
blq99,,,0.240629183,0.976834447,0.180737015,0.923439672,0.294265518,0.965880024,0.536015239,0.931577223,0,0,0,0,0,0,0,0,206,0.100610107,122.4723013,77.90766046,125.8092777,173,0.23955487,0.037235434,0.005699393,73.03557077,40.26050169,255,1.150664178,0.019623227,0.042321601,857,0.038332818,0.045544772,0.894765027,169.6981828,1,2,1,1
blq100,,,0.21776976,0.976503808,0.191054151,0.934271977,0.275513024,0.967219982,0.498926302,0.939315107,0,0,1,173.6376812,0,0,0,0,204,0.100710935,115.091741,73.81676193,117.5693045,165,0.247275479,0.048407543,0.005424475,72.0497934,42.85104152,255,1.15761441,0.020656244,0.02881261,633,0.045427314,0.053629392,0.795502726,151.546697,2,2,2,2
blq101,,,0.288785667,0.975407503,0.162341047,0.912962287,0.470442571,0.952761149,0.459959834,0.910791954,0,0,0,0,0,0,0,0,183,0.140225917,123.179073,82.71561734,131.0763372,190,0.245289256,0.043464463,0.025877686,78.06485379,48.80088572,255,1.195319008,0.028892562,0.054042975,662,0.048763704,0.065636701,0.920756856,177.1465136,2,3,2,2
blq102,,,0.314420804,0.969692048,0.141837796,0.895643039,0.428793922,0.95293001,0.438281692,0.912622914,0,0,1,189.1834862,0,0,0,0,163,0.16819423,104.1177657,77.41589125,110.4532005,10,0.281376188,0.057600724,0.015373472,74.80682049,46.14910296,255,1.261892259,0.064173834,0.079529199,493,0.086981727,0.107137156,0.85543043,57.18023761,1,1,1,1
blq103,,,0.254908371,0.974391935,0.168086595,0.91394092,0.289845789,0.964608328,0.510242297,0.928796103,0,0,0,0,0,0,0,0,207,0.120091429,116.1407993,76.47848815,123.3093004,174,0.239147313,0.054155604,0.003297262,71.25458555,40.6560219,255,1.168476646,0.029368632,0.040563985,741,0.055101899,0.079524665,0.733801745,160.6844449,1,1,1,1
blq104,,,0.248640453,0.97897083,0.154602907,0.926106567,0.336208885,0.965273904,0.468316013,0.931686412,0,0,0,0,0,0,0,0,187,0.165531336,126.1522184,83.21126446,135.7759243,198,0.231754673,0.053515464,0.045574299,77.1942664,47.99675122,10,1.187341582,0.024884816,0.054277117,492,0.046500787,0.057404062,0.769116249,159.5130883,2,3,2,2
blq105,,,0.259751244,0.975448593,0.174123007,0.918862177,0.434767153,0.959172118,0.387071838,0.913018412,0,0,0,0,0,0,0,0,146,0.21391392,100.2212539,77.54533726,95.76963441,10,0.340907403,0.04465236,0.013143239,80.95145371,54.29431632,255,1.295784758,0.077176308,0.115021905,177,0.158342035,0.192285026,0.807560107,100.0102514,1,2,1,1
blq106,,,0.209572377,0.975354642,0.162286922,0.929717678,0.21152303,0.975394168,0.498922208,0.9435473,0,0,1,181.3944954,0,0,0,0,202,0.143865085,104.5377411,70.49771064,103.155784,10,0.266808889,0.062009411,0.003919607,73.02616945,42.17125282,255,1.168073574,0.030142188,0.058365401,424,0.095898373,0.123998905,0.803790894,64.49064631,1,1,1,1
blq107,,,0.270468662,0.973021468,0.147291034,0.910999973,0.399114053,0.955097799,0.479420804,0.914172292,0,0,0,0,0,0,0,0,167,0.155302902,111.3301706,76.54449627,112.9771907,10,0.264665906,0.053523723,0.017591276,74.02537269,43.59691695,255,1.241653517,0.047649549,0.062147511,566,0.07325956,0.095017976,0.881827548,58.78213299,1,2,1,1
blq108,,,0.279652057,0.976516522,0.137263508,0.913927293,0.419720512,0.955112223,0.482498551,0.919468559,0,0,0,0,0,0,0,0,190,0.140832285,119.5380219,83.15550331,127.4841776,192,0.243339998,0.051735492,0.03860107,75.76202867,45.24859894,10,1.195507717,0.032937824,0.053998396,713,0.065125219,0.090608727,0.936878805,114.4959491,2,2,2,2
blq109,,,0.291729084,0.973016058,0.146309721,0.900848947,0.466784544,0.949301342,0.432813261,0.904885491,0,0,1,193.4594595,1,29.21573034,0,0,171,0.172745788,105.1291355,78.67694,106.8224473,10,0.289392232,0.040110474,0.014285488,75.21607836,47.15901136,255,1.216234663,0.058872081,0.062951382,712,0.078275949,0.107703287,0.843717215,160.1694932,1,1,1,1
blq110,,,0.233800245,0.978207743,0.177546555,0.928424788,0.45220334,0.952829688,0.439694604,0.910120685,0,0,1,223.1621622,0,0,0,0,175,0.143933234,111.066584,78.85559503,113.905383,10,0.275994693,0.032065712,0.006603956,76.95532818,48.26007176,255,1.204752463,0.046943248,0.073463425,581,0.074940695,0.091692922,0.813915411,157.3825951,2,2,2,2
blq111,,,0.21891472,0.976254662,0.17237751,0.924543143,0.322160149,0.959032569,0.471180921,0.925049442,0,0,0,0,0,0,0,0,179,0.115249617,109.0741244,73.55567364,116.6514559,172,0.247246445,0.057945578,0.002501347,69.72100758,42.14025109,10,1.214991501,0.044471469,0.033291414,575,0.014074453,0.015229244,0.480350482,177.6519145,1,1,1,1
blq112,,,0.226380558,0.973112598,0.152123569,0.914902475,0.390433702,0.949406506,0.465607321,0.916543424,2,62.42201835,9,175.5507246,1,37.54517134,2,190.5140056,179,0.133787311,104.2154273,70.66327585,112.7831362,163,0.23772251,0.075285107,0.006312334,69.25656467,40.92502099,255,1.223961621,0.055730898,0.04765111,624,0.061753759,0.101942601,0.936114985,145.1865102,3,3,3,3
blq113,,,0.323108384,0.965057526,0.193713121,0.896634017,0.347747663,0.962973301,0.345767326,0.908336508,1,60.81081081,5,177.3594203,1,69.67191011,0,0,127,0.266702201,83.42597135,71.97484344,71.67059355,10,0.3859385,0.059392525,0.024539877,74.96643333,53.63966005,10,1.40430577,0.126350258,0.042794234,244,0.208911967,0.274201988,0.66842468,51.33513166,3,3,3,3
blq114,,,0.257990225,0.970833327,0.153481567,0.909970934,0.423928757,0.950674428,0.429647181,0.907795991,0,0,1,201.8535032,0,0,0,0,165,0.198433623,100.5858039,71.78879852,103.3090982,10,0.277551163,0.053027783,0.006162357,73.06247309,45.80038987,255,1.244848655,0.061641078,0.065002363,540,0.082528058,0.108898942,0.877530592,137.5568046,1,1,1,1
blq115,,,0.247292419,0.97678847,0.153219533,0.916031503,0.409233037,0.954918047,0.443523205,0.911971792,0,0,0,0,0,0,0,0,184,0.149856489,112.5018376,78.59726672,113.5844075,10,0.274889546,0.043568924,0.016317168,75.02037957,47.78728033,255,1.167798355,0.031995725,0.051388654,615,0.066836261,0.083942605,0.564298804,162.89001,2,2,2,2
blq116,,,0.277385892,0.97127526,0.139082156,0.909361272,0.370502609,0.960862098,0.433212713,0.917375285,0,0,0,0,0,0,0,0,166,0.193866846,101.9439125,74.35269893,100.975999,10,0.270277716,0.050309051,0.006577022,76.52669895,48.35541844,255,1.242058505,0.053477041,0.078752088,452,0.096533307,0.128351231,0.751433721,60.43899773,1,2,1,1
blq117,,,0.213186078,0.977330966,0.168647274,0.927273767,0.295110528,0.963454341,0.50862565,0.93132379,0,0,1,185.2229299,0,0,0,0,212,0.110853203,113.4048198,74.36002479,117.0889538,170,0.242738234,0.054225397,0.009063117,70.81615477,40.85110295,255,1.151502854,0.024492961,0.037866696,773,0.050502168,0.062700956,0.85865893,117.9705378,1,2,2,2
blq118,,,0.255217267,0.979418977,0.160733261,0.92647113,0.314156123,0.969905619,0.435053488,0.931600166,0,0,0,0,0,0,0,0,178,0.163374428,120.4249554,84.61104087,121.8476468,10,0.285496618,0.041908152,0.037864009,80.09005397,52.54105931,255,1.178255607,0.031698113,0.062114632,316,0.099548444,0.126656,0.810385931,169.7151225,1,1,1,1
blq119,,,0.283236233,0.969677522,0.141786996,0.90145854,0.461609792,0.950852941,0.437075269,0.903749424,0,0,0,0,0,0,0,0,169,0.161623542,106.1942343,73.97886678,107.7886377,10,0.260764805,0.05392647,0.012604698,76.20771036,47.98960984,255,1.233375404,0.047189759,0.07153043,569,0.088662916,0.105485331,0.861700371,63.81345133,1,1,1,1
blq120,,,0.252621514,0.975959728,0.136916985,0.911030829,0.441512851,0.950054732,0.42759756,0.903475001,0,0,4,193.1949541,0,0,1,168.0292135,171,0.183653298,102.4838022,77.69810819,102.4190092,10,0.28702719,0.053427723,0.024999603,74.14299587,46.87239532,255,1.211171251,0.052300757,0.066856082,694,0.076794991,0.105155731,0.420464621,139.5514588,2,2,2,2
blq121,,,0.272125203,0.973078597,0.175276455,0.915814112,0.339066977,0.967592684,0.410393834,0.922255596,0,0,0,0,0,0,0,0,162,0.205353783,108.387064,76.39179709,106.4123671,10,0.297058336,0.031755973,0.00596806,80.49379267,53.08953407,255,1.226731014,0.061577852,0.088452541,306,0.093557956,0.119763024,0.789823333,117.0119924,2,2,2,2
blq122,,,0.289736569,0.968356087,0.153157035,0.899153215,0.411332039,0.956990273,0.426099948,0.905158516,1,85.25688073,1,216.3623188,0,0,0,0,162,0.192848925,102.9098717,72.97522689,104.1625007,10,0.281640848,0.041960618,0.005139163,76.8396276,48.5619243,255,1.252537346,0.061872571,0.085486931,594,0.079286692,0.097450892,0.789496222,57.00343053,1,1,1,1
blq123,,,0.270562771,0.973798679,0.153220508,0.906175684,0.405546178,0.951979507,0.44011855,0.913050067,1,92.73913043,0,0,1,118.6968577,0,0,172,0.161102418,110.302,77.62797392,117.9819869,10,0.264056617,0.052367636,0.011514006,72.42328121,45.93868201,255,1.218859848,0.044556234,0.052086425,647,0.069803975,0.09549287,0.898353545,136.3027832,2,2,2,2
blq124,,,0.256267361,0.972995376,0.147011766,0.916930998,0.386722515,0.955259682,0.444252058,0.915907285,0,0,0,0,0,0,0,0,165,0.167999807,103.3188995,74.36383258,110.8882373,10,0.256613155,0.055076067,0.008718335,73.23179999,44.63094391,255,1.261409989,0.065422524,0.078184906,330,0.093250466,0.116805281,0.86210032,144.9506955,1,1,1,1
blq125,,,0.242591362,0.976986746,0.170801171,0.922303051,0.378844514,0.955849805,0.495448919,0.919811143,0,0,0,0,0,0,0,0,196,0.135639651,116.1599872,78.616373,123.815885,171,0.234279975,0.038586771,0.019160936,72.70923225,42.4878304,10,1.190207614,0.031633205,0.042825134,705,0.069351946,0.097684717,0.88421006,108.5325651,1,1,1,1
blq126,,,0.261660813,0.975982366,0.140724906,0.910948888,0.424534831,0.954227684,0.446399055,0.91243142,0,0,0,0,0,0,0,0,177,0.163132674,112.8372509,79.63610517,118.5500875,10,0.257716607,0.056557128,0.022481169,75.75312315,47.09783402,255,1.204022033,0.043747922,0.066821842,501,0.092906583,0.112176469,0.855496168,161.2734798,1,2,1,1
blq127,,,0.32403633,0.970855214,0.119780482,0.885006347,0.42071658,0.951340897,0.448873434,0.900450221,25,110.0190826,28,184.8157981,1,147.2966292,5,157.1865169,160,0.193373256,104.0607882,80.0084802,106.3086934,10,0.272267621,0.056490235,0.044241486,73.14750757,44.74673339,255,1.249817515,0.052840535,0.061635422,652,0.124845919,0.182312786,0.835055471,130.7869399,1,2,1,1
blq128,,,0.263348946,0.967438997,0.146450389,0.912468396,0.341978729,0.95642344,0.439747976,0.913314927,5,74.55963303,14,174.3217562,1,116.9252336,3,134.147923,168,0.178124516,95.64897305,68.915939,98.30572262,10,0.267488546,0.075018742,0.013794252,69.94178135,42.78394297,255,1.238533944,0.069554352,0.059475219,416,0.077405277,0.09727435,0.859632717,124.8499231,1,1,1,1
blq129,,,0.413983549,0.962488506,0.157413531,0.859508981,0.459230259,0.952874261,0.37532416,0.902380605,9,105.6215781,15,192.1182245,0,0,2,171.5308123,138,0.271827015,93.12776198,79.03845245,86.87853908,10,0.348312637,0.046165084,0.047450694,77.42413931,53.27830744,255,1.348634039,0.085434624,0.091541271,425,0.146291296,0.167043953,0.767625408,133.6700181,1,1,1,1
blq130,,,0.491144279,0.940079326,0.106939604,0.824187574,0.52976656,0.939622245,0.390055361,0.881932341,18,85.84454638,33,169.4026734,2,69.13435374,3,167.3393258,146,0.296104651,88.72932535,68.88310564,83.56441672,255,0.271874459,0.097918368,0.033563526,73.83782321,48.79260991,255,1.318432712,0.078042623,0.081012846,748,0.043155054,0.054993228,0.865934208,73.88811691,3,3,3,3
blq131,,,0.288161114,0.969437701,0.143667974,0.89670313,0.308662813,0.968245511,0.421515843,0.922891483,23,88.56322298,45,185.550195,4,87.017507,6,166.8748074,172,0.229694411,100.2610307,73.55452077,91.10651627,10,0.313127841,0.071568061,0.02424659,77.53045218,50.72303207,255,1.188957803,0.045212392,0.069958912,286,0.097868239,0.118237218,0.71277089,123.7985422,2,2,2,2
blq132,,,0.25105364,0.970675173,0.241793481,0.913967627,0.349754501,0.966490067,0.289976302,0.896600789,4,88.0412844,10,210.0652174,0,0,2,198.9103641,118,0.272108774,87.48615663,69.40988923,62.37255648,10,0.440237812,0.06216409,0.027110583,79.67715423,63.65211408,255,1.39510107,0.119429251,0.11391201,212,0.188835063,0.241522491,0.72994999,45.08657057,2,3,2,2
blq133,,,0.356912503,0.96451893,0.130748331,0.881733822,0.343699036,0.961434627,0.377786518,0.904726267,13,77.03316867,18,175.0688073,3,84.84194757,4,140.4103641,143,0.248465079,94.64714066,76.08323473,92.05430638,10,0.304562788,0.060433925,0.039053254,74.05105921,51.54296091,10,1.308560158,0.070374753,0.061065089,282,0.088675087,0.114302607,0.705234401,121.9093223,2,3,2,2
blq134,,,0.312250833,0.969891354,0.134002028,0.888133737,0.356526982,0.965939265,0.382618158,0.903557846,14,90.09436435,25,187.4557798,2,134.6280899,6,161.4070962,149,0.247697022,103.1185253,77.38976359,97.50689631,10,0.305934794,0.064318887,0.033653061,80.26939847,55.81496219,255,1.266307265,0.057224206,0.093887839,371,0.098299316,0.128889729,0.783140674,81.54545455,2,2,2,2
blq135,,,0.318045778,0.966332308,0.130380253,0.884432407,0.381652737,0.956706746,0.445516665,0.91124106,18,82.91626409,24,182.3565417,5,104.765109,3,160.2110177,167,0.195969047,100.8655863,74.05858497,103.8250097,10,0.275110501,0.063794476,0.018577791,73.76890606,45.29812696,255,1.252095717,0.0598486,0.067825027,434,0.097745749,0.130648669,0.848413019,52.74885057,2,2,2,2
blq136,,,0.365620148,0.949931926,0.116831202,0.870466628,0.430662376,0.958064282,0.386495301,0.898121199,4,100.0942029,21,176.3832676,0,0,2,192.0644258,139,0.279561123,92.32262899,65.35546168,82.36429409,255,0.255340444,0.120764105,0.026594984,79.32532917,54.46076451,255,1.365151992,0.064256913,0.102090423,386,0.063338208,0.09649809,0.958870647,51.70896725,3,3,3,3
blq137,,,0.374365482,0.960513558,0.135178925,0.874496086,0.456299798,0.956710778,0.372716611,0.893991026,7,114.1061599,16,206.5851449,0,0,2,179.3992933,144,0.251887872,96.62586653,73.79702297,86.82491175,10,0.316653354,0.075214512,0.033136644,80.29126112,55.6341949,255,1.292664073,0.075832925,0.095184107,429,0.095449289,0.157179387,0.862127373,84.43641618,3,3,3,3
blq138,,,0.323489245,0.966767871,0.154600201,0.893450552,0.493957174,0.950259794,0.372232521,0.898799074,5,105.9321101,15,174.4464832,0,0,1,180.1865169,147,0.230162986,95.63906394,74.28924873,87.52561334,10,0.334101774,0.0525856,0.015336456,78.28659193,53.49064054,255,1.269698367,0.088621418,0.096726443,553,0.105819188,0.14607682,0.825618387,138.0906723,1,2,1,1
blq139,,,0.384969533,0.964630946,0.12787122,0.867376573,0.465692137,0.952982727,0.388021743,0.889909864,19,79.33284954,30,188.3182796,3,99.32586368,3,177.6946779,151,0.235441263,102.7948919,79.10993601,100.4308753,10,0.304238449,0.05981447,0.037600234,78.10691979,53.22654275,255,1.27321938,0.058556636,0.087666494,374,0.085383488,0.110286197,0.755934169,146.3056376,2,3,2,2
blq140,,,0.277399922,0.971438241,0.146544919,0.908094166,0.378462586,0.957581244,0.451093484,0.916423059,2,136.5642202,9,190.166157,0,0,1,202.2382022,170,0.192616031,101.9764882,75.09942266,105.1834003,10,0.284108321,0.058918405,0.020870631,74.12764551,45.08672044,255,1.241205787,0.061386107,0.070482734,605,0.100053538,0.120778082,0.847949473,139.9094223,1,1,1,1
blq141,,,0.313969938,0.971871944,0.131879135,0.897198276,0.317755694,0.957751832,0.478694065,0.918802958,0,0,3,235.7492355,0,0,0,0,173,0.194853,106.4294645,80.48616739,113.1454764,10,0.27210405,0.05408024,0.044347558,68.33369776,39.74368884,255,1.229048311,0.051848916,0.047430308,389,0.084023188,0.108060407,0.610234317,52.99244155,1,2,1,1
blq142,,,0.293697727,0.971246397,0.117616948,0.899094647,0.353523432,0.957774837,0.45668295,0.91953301,0,0,2,238.7826087,0,0,0,0,179,0.183847032,105.689413,77.140969,109.0869559,10,0.250108712,0.070403569,0.036316963,71.97376095,44.58417092,255,1.206595688,0.040553241,0.046556972,449,0.081116451,0.105622357,0.808548017,149.7096019,1,2,1,1
blq143,,,0.376685796,0.964927096,0.113682697,0.869774658,0.322229909,0.966382886,0.408732533,0.917017592,20,82.58550725,30,196.6556575,5,123.9092135,6,166.2906704,148,0.264613985,100.4732318,78.71329625,102.3284236,10,0.274812612,0.07010113,0.044378346,76.79840884,50.71069233,255,1.315812017,0.062296252,0.086781678,275,0.101496599,0.126742252,0.860995982,151.9814318,1,2,1,1
blq144,,,0.406721915,0.963813021,0.120338107,0.864007571,0.536558699,0.947479025,0.371365839,0.885916636,8,91.07568807,19,204.3630816,2,78.76890756,1,197.5323475,136,0.272187995,99.29253414,80.3462463,100.1834804,10,0.296724764,0.062879643,0.0507921,79.15152546,54.663839,255,1.36848692,0.079576326,0.108391075,429,0.080643828,0.111028448,0.82122054,105.2320984,2,3,2,2
